"time_sec","clean_signal","raw_signal"
0,0.157271250298805,0.386804310721589
0.01,0.194460859344233,0.272162550697981
0.02,0.236605331974592,0.391530831841823
0.03,0.283596796651195,0.463074662608988
0.04,0.335173374237748,0.49931270877743
0.05,0.390901899979389,0.517133635559866
0.06,0.450160184749762,0.708701727980812
0.07,0.512122766974877,0.645041618550006
0.08,0.575756338532029,0.880566757426393
0.09,0.639831644258182,0.780968597586834
0.1,0.702956992370909,0.956290279404775
0.11,0.763634665583344,1.09827118609082
0.12,0.820336401433722,0.863664622199298
0.13,0.871589198343243,1.00642585293742
0.14,0.916059573055151,1.0652062760824
0.15,0.952624154794388,1.16595471482143
0.16,0.980417381398012,1.12274275351622
0.17,0.998852291189498,0.953981001500901
0.18,1.00761643918482,0.982571734658293
0.19,1.00665000338734,1.28496670744615
0.2,0.996115729169528,1.14677426500488
0.21,0.976369864578607,1.01150332626399
0.22,0.947940070308758,1.11423938953133
0.23,0.911511701360385,1.19111855313633
0.24,0.867919493187441,1.20431315618413
0.25,0.818138980122769,0.970789639913397
0.26,0.763271674583235,0.932052571096465
0.27,0.704519987704267,0.755067462883108
0.28,0.643151152014913,0.873760927665021
0.29,0.58045272803757,0.725219560263582
0.3,0.517684500649158,0.752213924056516
0.31,0.456032117639912,0.712601659208007
0.32,0.396566825803099,0.681608553811301
0.33,0.340213820224942,0.49574540685389
0.34,0.287729941234913,0.534345272435575
0.35,0.239690411560284,0.310482460481955
0.36,0.196484176905479,0.3437742491286
0.37,0.158317829759127,0.302145930598858
0.38,0.125228381826125,0.145805905286787
0.39,0.0971046996591857,0.315481235855621
0.4,0.0737160504527288,0.307414084714971
0.41,0.0547443200989822,0.244767796648504
0.42,0.0398149141316149,0.321024120298084
0.43,0.02852106511999,0.192546770927286
0.44,0.0204378013498579,0.134700905366613
0.45,0.0151250188952411,0.274996796326465
0.46,0.012123010016682,0.173935600691575
0.47,0.0109470174161571,0.354633551803627
0.48,0.0110885355661472,0.206122066684804
0.49,0.0120294189078653,0.295377410241274
0.5,0.0132706358610354,0.271223633165724
0.51,0.0143719922962322,0.185122301702751
0.52,0.0149942213012939,0.375723688856695
0.53,0.014932332010648,0.30220454451
0.54,0.0141301222009358,0.258275181451477
0.55,0.0126701910293422,0.272837120472596
0.56,0.0107403340465586,0.304159487682369
0.57,0.00858377863065285,0.255833955741873
0.58,0.00644519165095912,0.00800315947549848
0.59,0.00452533685107766,0.269216726441289
0.6,0.00295445550573222,0.216325795643817
0.61,0.00178892467789963,0.260160456803732
0.62,0.00102939610611971,0.291884820314268
0.63,0.000653464855144085,0.35765169530819
0.64,0.000653412446121588,0.188152273761635
0.65,0.00107012001093973,0.35157175533495
0.66,0.00201716550341263,0.275752177713827
0.67,0.00369299367269593,0.334162412542904
0.68,0.00638235816299684,0.327904073723595
0.69,0.0104499521891056,0.316410774553816
0.7,0.0163290705910446,0.181549822579497
0.71,0.0245068786287533,0.266294418463006
0.72,0.0355064183286855,0.334674928220528
0.73,0.0498647736449438,0.223106936222934
0.74,0.0681072175740299,0.274394240695662
0.75,0.0907183729731342,0.387053004813369
0.76,0.118112645917147,0.429515700305411
0.77,0.150606602996919,0.437702850444184
0.78,0.188395150570646,0.367526205005658
0.79,0.23153160974984,0.393492847132124
0.8,0.279909952581031,0.650773016316789
0.81,0.33324667351784,0.603581946353398
0.82,0.391060782262384,0.647644902209184
0.83,0.45265320250152,0.692250050604176
0.84,0.517090519243079,0.670524819859033
0.85,0.583200983869663,0.880805815716987
0.86,0.649591390870704,0.880482241753639
0.87,0.71469098311654,0.947902007643159
0.88,0.7768231685162,1.09884460452995
0.89,0.834298972930687,1.14686945769908
0.9,0.885519991216867,1.24314568125479
0.91,0.929075277783758,1.13661843511616
0.92,0.963817439509042,1.26081615226855
0.93,0.988908077886102,1.34445469183513
0.94,1.00383019199657,1.15846513767111
0.95,1.00837282249224,1.18220122438293
0.96,1.00259866847167,1.1538987639245
0.97,0.986807047928886,1.11101029015173
0.98,0.961502178932217,1.2078962805594
0.99,0.927371516934486,1.21863264011979
1,0.885272883723272,1.21931850119024
1.01,0.836224546965714,1.15669116354954
1.02,0.781390723798713,0.936893441352118
1.03,0.722056457815319,1.10452225180048
1.04,0.659589538597368,0.839617917128366
1.05,0.595391459844103,0.835941234815458
1.06,0.530842699567864,0.72786496815292
1.07,0.467248843104317,0.686913537586098
1.08,0.40579320316141,0.648907481161017
1.09,0.347499411781543,0.583653674890592
1.1,0.293205139343548,0.516338371858665
1.11,0.243546605902305,0.475809292653399
1.12,0.198953225927847,0.382168780473241
1.13,0.159652179100287,0.339756259236084
1.14,0.125683089722049,0.211585570798607
1.15,0.0969225405618523,0.283433401930747
1.16,0.0731165848178541,0.247467794382322
1.17,0.0539172297779351,0.483656260685573
1.18,0.0389170925450229,0.141719254870001
1.19,0.0276762002185148,0.248571404761281
1.2,0.0197368528723208,0.108264691855419
1.21,0.0146263090492479,0.103072684923724
1.22,0.0118515816340279,0.225933022083676
1.23,0.0108941149360311,0.133253249163626
1.24,0.011212986579894,0.211103844026358
1.25,0.0122628332033948,0.175946969346969
1.26,0.013527478824821,0.160248955216837
1.27,0.0145639423898411,0.0462378630141322
1.28,0.0150463841036544,0.108510638846956
1.29,0.0147976146212407,0.218362383496265
1.3,0.0137979771344991,0.246134289510813
1.31,0.0121671991472425,0.157351170377311
1.32,0.0101223626119933,0.192393772854722
1.33,0.0079219582565492,0.277636903155031
1.34,0.00580981590189732,0.29846507183659
1.35,0.00397233810280595,0.0912191471712017
1.36,0.00251817516089795,0.165664194198664
1.37,0.00148284878687497,0.267617011994311
1.38,0.000854130156395774,0.130740277065603
1.39,0.000609309991800087,0.161294488908828
1.4,0.00075406175890529,0.156134935413028
1.41,0.00135434006603962,0.0899651907168423
1.42,0.00255652529052599,0.1239321915728
1.43,0.00459513931719559,0.156485161350367
1.44,0.00779041251053329,0.126192270538733
1.45,0.0125390181342682,0.250358069893883
1.46,0.0193005854216096,0.126777710232271
1.47,0.0285810506904035,0.137064574195022
1.48,0.040912609087769,0.236951805741248
1.49,0.0568297489546536,0.109736805249673
1.5,0.0768416697848333,0.208102403421179
1.51,0.101402725172122,0.1088701309074
1.52,0.130883499995272,0.352897291912292
1.53,0.165545015540165,0.269318244253687
1.54,0.205517237127506,0.290755141718911
1.55,0.250781121316718,0.271363673375308
1.56,0.301151931094572,0.417128053985213
1.57,0.356261477249297,0.405768057404842
1.58,0.415538754468225,0.48329889896351
1.59,0.478191695836544,0.688534520917146
1.6,0.543196227138949,0.633351729912888
1.61,0.609300865245014,0.624604704575225
1.62,0.675054480216775,0.785987011351505
1.63,0.738861136828573,0.804528893182584
1.64,0.799059929260237,0.937740599721248
1.65,0.854021189446363,1.05686980807144
1.66,0.90224553871054,0.907843416935493
1.67,0.942450716935209,1.06057819086279
1.68,0.973633643722137,1.05890748832688
1.69,0.995101059753316,1.14193986028242
1.7,1.0064695342825,1.05997802373197
1.71,1.00764227178591,1.14314598810173
1.72,0.998773995129413,0.924414064693254
1.73,0.980235232905483,1.17729436627614
1.74,0.952583933385574,1.08031464467746
1.75,0.916546948752744,0.959668208994053
1.76,0.873008611843222,0.808895703107491
1.77,0.823000181992841,0.922862962975467
1.78,0.767683339763083,0.851366105022625
1.79,0.708323017296086,0.749438391041484
1.8,0.646248566520775,0.696577476345595
1.81,0.58280605716946,0.570871091127932
1.82,0.51930701642216,0.580179971680609
1.83,0.45697950689794,0.508488942143355
1.84,0.396926269013879,0.399085940624925
1.85,0.340092554318257,0.254252695459104
1.86,0.28724427762208,0.360917884873629
1.87,0.238955967008402,0.297456661316706
1.88,0.195607855322635,0.139416848639772
1.89,0.157391906199887,0.0370848831363295
1.9,0.124326863169046,0.144528701476636
1.91,0.096281927256666,0.0690244357831777
1.92,0.0730072604281885,0.0901100715766777
1.93,0.0541676393203798,-0.0559137614289736
1.94,0.0393741379213203,-0.0473745258640702
1.95,0.0282086153985377,0.101603664330066
1.96,0.0202375057964409,0.0356232208446856
1.97,0.0150146883574626,0.0415713082352241
1.98,0.0120770601995961,0.133490737792772
1.99,0.0109394284382378,-0.00599712200803022
2,0.0110962114925567,-0.179652853648147
2.01,0.0120355849902804,0.00463643437162738
2.02,0.0132675024186563,0.0694521017285136
2.03,0.014361762267525,0.138190575616848
2.04,0.0149877780173485,-0.13950056960833
2.05,0.0149455904627351,-0.124858896241959
2.06,0.0141788431213889,-0.0934104105573141
2.07,0.0127647088734059,-0.126061028131097
2.08,0.0108818301175408,-0.0986462608179305
2.09,0.00876330174112672,-0.0672917903061303
2.1,0.00664570083709867,-0.154021481018342
2.11,0.0047259413429237,0.0997820711822286
2.12,0.00313517203737807,-0.059463743477535
2.13,0.00193399035810885,-0.0793211960201138
2.14,0.0011275675559403,-0.0370408027135857
2.15,0.000694631731584083,-0.0774066293684417
2.16,0.000621893450407523,-0.094300664962937
2.17,0.000935799851843369,0.0314783568308514
2.18,0.00172592315599193,-0.106465113970454
2.19,0.00315766174475723,-0.193569963464176
2.2,0.00547496372976289,-0.0609039141263197
2.21,0.00899554453941496,-0.119532076224211
2.22,0.0141012911734961,-0.131204084027838
2.23,0.0212256191018952,-0.170921873746997
2.24,0.0308382657496674,-0.0447043809822168
2.25,0.0434271594457363,-0.0834001584631907
2.26,0.0594770289380171,-0.0152477788818253
2.27,0.0794452264594695,-0.0583324285441441
2.28,0.103736300126261,-0.0709998704059963
2.29,0.132677494389209,0.107636384126739
2.3,0.166497111734156,0.0167157293482889
2.31,0.205306528470624,0.150146621352725
2.32,0.249085117126942,0.0190317040651584
2.33,0.297666181961962,0.123544913465587
2.34,0.350721995723709,0.18946288602033
2.35,0.407747442828806,0.233906889711927
2.36,0.468044302275872,0.430552460323385
2.37,0.530710939234162,0.380704057498482
2.38,0.594643943214293,0.463227317163831
2.39,0.658558062373564,0.429473486389386
2.4,0.721028254022806,0.506285254187648
2.41,0.780553244170561,0.701312245593423
2.42,0.835634852296151,0.774576377712358
2.43,0.884863054715229,0.820415549072895
2.44,0.926994737729521,0.649598984051038
2.45,0.961015080315755,0.955510855679017
2.46,0.986174314720394,0.895499157560433
2.47,1.00199815129323,0.825344736445426
2.48,1.00827578583158,0.88759070145744
2.49,1.00503349796076,0.747925098797714
2.5,0.992503301186259,0.723023624821783
2.51,0.971094706009643,0.790876703366172
2.52,0.941374108713884,0.659032724271531
2.53,0.904051954661475,0.730507709135251
2.54,0.859974128634677,0.772796849823797
2.55,0.81011211895066,0.534196978619181
2.56,0.755546801854876,0.501091723516939
2.57,0.697442829629933,0.503650882988545
2.58,0.637013634887313,0.355989379785743
2.59,0.575479856676086,0.343139211887639
2.6,0.514025662498494,0.380145340058242
2.61,0.453757625375634,0.325636565355183
2.62,0.395669749241785,0.218748216223951
2.63,0.340616569741094,-0.017042082363538
2.64,0.289294740003208,0.0735759053816308
2.65,0.242232663722023,0.114190921130795
2.66,0.199787657174376,0.0498358975321971
2.67,0.162150484524852,-0.0698648769413882
